NºPer.;Desde*;Hasta*;Nombrto/Contrato;Razón de Alta;Plaza;RJ;Cláusula;T.Nombrto;Días;Puesto trabajo;GFH;Dirección;Puesto Sustitutido;Necesidad
00004474;22/02/2026;20260222;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;2;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004475;22/03/2026;20260322;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;27;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004476;23/03/2026;20260323;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;1;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004477;30/09/2026;20260930;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;CONDUCTOR/A;E;I_9_1c;N91c;273;CONDUCTOR;GERENCIA;GERENCIA;;0
00004478;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;FISIOTERAPEUTA;E;S_9B_1a;S9b1a;365;FISIOTERAPEUTA;GIMNASIO REHABILITACION;DIRECCIÓN DE ENFERMERÍA;FISIOTERAPEUTA;0
00004479;31/01/2026;20260131;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;31;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004480;28/02/2026;20260228;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;28;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004481;31/03/2026;20260331;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;31;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004482;30/04/2026;20260430;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;30;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004483;31/05/2026;20260531;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;31;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004484;30/06/2026;20260630;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;30;AUXILIAR DE ENFERMERÍA;UDAD.DE RECUPERACIÓN DE QUIRÓFANO;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004485;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004486;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004487;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;ESTERILIZACIÓN;DIRECCIÓN DE ENFERMERÍA;;0
00004488;31/01/2026;20260131;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;31;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004489;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;321;AUXILIAR DE ENFERMERÍA;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004490;02/05/2026;20260502;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;MEDICO/A URGENCIA HOSPITALARIA;E;I_9_1c;N91c;122;MÉDICO URGENCIA HOSPITALARIA;P.MÉDICO DE URGENCIAS;DIRECCIÓN MÉDICA;;0
00004491;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;RADIODIAGNOSTICO;DIRECCIÓN DE ENFERMERÍA;;0
00004492;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;ENFERMERO/A;E;S_9B_1aV;S9b1a;31;ENFERMERA/O;RADIODIAGNOSTICO;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004493;30/04/2026;20260430;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;ENFERMERO/A;E;I_9_1c;N91c;30;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00004494;31/05/2026;20260531;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;ENFERMERO/A;E;S_9B_1a;S9b1a;31;ENFERMERA/O;U.V.I.;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004495;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;31;AUXILIAR DE ENFERMERÍA;U.V.I.;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004496;27/02/2026;20260227;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;58;ENFERMERA/O;PLANTILLA VOLANTE DEL EAA (EDIFICIO DE ACTIVIDADES;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004497;02/03/2026;20260302;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;ENFERMERO/A;E;S_9B_1a;S9b1a;3;ENFERMERA/O;PLANTILLA VOLANTE DEL EAA (EDIFICIO DE ACTIVIDADES;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004498;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;CONSULTA O.R.L;DIRECCIÓN DE ENFERMERÍA;;0
00004499;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;COMISION SERV.,ADS.TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;365;ENFERMERA/O;PLANTA 3ª IMPAR-HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004500;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;ENFERMERO/A;E;S_9B_1aV;S9b1a;31;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004501;28/02/2026;20260228;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;ENFERMERO/A;E;I_9_1c;N91c;28;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00004502;30/09/2026;20260930;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;ENFERMERO/A;E;I_9_1c;N91c;199;ENFERMERA/O;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004503;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;TÉC ESPECIALISTA / LABORATORIO;E;I_9_1a;N91a;365;TÉCNICO ESPECIALISTA LABORATORIO;LABOR.DE MICROBIOLOGIA Y CONTROL DE INF;DIRECCIÓN DE ENFERMERÍA;;0
00004504;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;18;AUXILIAR DE ENFERMERÍA;PLANTILLA VOLANTE DEL EAA (EDIFICIO DE ACTIVIDADES;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004505;28/09/2026;20260928;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;FEA ANÁLISIS CLÍNICOS;E;I_9_1c;N91c;271;FEA ANÁLISIS CLÍNICOS;P.MÉDICO FISIOLOGÍA Y BIOQUÍMICA;DIRECCIÓN MÉDICA;;0
00004506;31/10/2026;20261031;TEMPORAL. T. COM. INTER. N. ESTA;COMISION SERV.,ADS.TEMPORAL;G AUXILIAR ADMINISTRATIVO F. ADMVA;E;S_9B_1a;S9b1a;304;AUXILIAR ADMINISTRATIVO;PLANTILLA VOLANTE SS ADMTVO ALMACÉN CENT;DIRECCIÓN DE PLANIFIFCACIÓN Y GESTIÓN DE RR.EE.;AUXILIAR ADMINISTRATIVO;0
00004507;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;TÉC ESPECIALISTA / LABORATORIO;E;I_9_1a;N91a;365;TÉCNICO ESPECIALISTA LABORATORIO;LABORATORIO CENTRAL;DIRECCIÓN DE ENFERMERÍA;;0
00004508;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;LIMPIADOR/A;E;S_9B_1a;S9b1a;365;LIMPIADORA;SUPLENCIAS LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;LIMPIADORA;0
00004509;31/03/2026;20260331;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;FEA ANESTESIOLOGÍA Y REANIMACIÓN;E;I_9_1c;N91c;90;FEA ANESTESIOLOGÍA Y REANIMACIÓN;P.MÉDICO ANESTESIA;DIRECCIÓN MÉDICA;;0
00004510;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;FEA ANESTESIOLOGÍA Y REANIMACIÓN;E;I_9_1a;N91a;275;FEA ANESTESIOLOGÍA Y REANIMACIÓN;P.MÉDICO ANESTESIA;DIRECCIÓN MÉDICA;;0
00004511;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;LIMPIADOR/A;E;I_9_1a;N91a;365;LIMPIADORA;SUPLENCIAS LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;;0
00004512;23/01/2026;20260123;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;23;AUXILIAR DE ENFERMERÍA;RADIODIAGNOSTICO;DIRECCIÓN DE ENFERMERÍA;AUXILIARES DE CLÍNICA O ENFERMERIA;0
00004513;23/02/2026;20260223;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;30;AUXILIAR DE ENFERMERÍA;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004514;31/05/2026;20260531;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;31;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004515;30/06/2026;20260630;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;30;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004516;25/05/2026;20260525;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;145;AUXILIAR DE ENFERMERÍA;PLANTA 7ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00004517;22/06/2026;20260622;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;28;AUXILIAR DE ENFERMERÍA;PLANTA 3ª/4ª URA;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004518;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;PLANTA 3ª IMPAR-HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00004519;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;365;ENFERMERA/O;PLANTILLA VOLANTE DEL EAA (EDIFICIO DE ACTIVIDADES;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004520;16/03/2026;20260316;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;75;AUXILIAR DE ENFERMERÍA;BLOQUE QUIRURGICO CMA;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004521;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;LIMPIADOR/A;E;I_9_1a;N91a;365;LIMPIADORA;LIMPIEZA-HN;DIRECCIÓN DE SERVICIOS GENERALES;;0
00004522;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;CONSULTA NEUMOLOGÍA;DIRECCIÓN DE ENFERMERÍA;;0
00004523;24/01/2026;20260124;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;ENFERMERO/A;E;S_9B_1aV;S9b1a;24;ENFERMERA/O;PLANTA 9ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004524;31/01/2026;20260131;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;ENFERMERO/A;E;I_9_1c;N91c;7;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00004525;18/01/2026;20260118;TEMPORAL. T. COM. INTER. N. ESTA;PERMISO POR ENFERMEDAD GRAVE;PINCHE;E;S_9B_1a;S9b1a;3;PINCHE;COCINA;DIRECCIÓN DE SERVICIOS GENERALES;PINCHE;0
00004526;31/01/2026;20260131;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;31;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004527;28/02/2026;20260228;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;28;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004528;31/03/2026;20260331;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;31;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004529;30/04/2026;20260430;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;30;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004530;31/05/2026;20260531;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;31;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004531;30/06/2026;20260630;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;30;AUXILIAR DE ENFERMERÍA;PLANTA 7ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004532;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;ENFERMERO/A;E;S_9B_1aV;S9b1a;31;ENFERMERA/O;PLANTA 2ª CENTRAL A - EDIF.B;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004533;30/11/2026;20261130;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;ENFERMERO/A;E;S_9B_1a;S9b1a;208;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004534;31/01/2026;20260131;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;ENFERMERO/A;E;I_9_1c;N91c;12;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00004535;10/03/2026;20260310;TEMPORAL. T. COM. INTER. N. ESTA;PERMISO POR PATERNIDAD;ENFERMERO/A;E;S_9B_1a;S9b1a;38;ENFERMERA/O;PLANTA 2ª URA;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004536;24/03/2026;20260324;TEMPORAL. T. COM. INTER. N. ESTA;PERMISO POR PATERNIDAD;ENFERMERO/A;E;S_9B_1a;S9b1a;14;ENFERMERA/O;PLANTA 2ª URA;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004537;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;281;ENFERMERA/O;PLANTA 2ª URA;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004538;12/01/2026;20260112;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;12;AUXILIAR DE ENFERMERÍA;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004539;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;19;AUXILIAR DE ENFERMERÍA;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004540;30/09/2026;20260930;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;CELADOR/A;E;I_9_1c;N91c;273;CELADOR;ALMACÉN CENTRAL;DIRECCIÓN DE PLANIFIFCACIÓN Y GESTIÓN DE RR.EE.;;0
00004541;30/06/2026;20260630;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;41;AUXILIAR DE ENFERMERÍA;PLANTA 8ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004542;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;PLANTA 10ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00004543;31/03/2026;20260331;TEMPORAL. T. COM. INTER. N. ESTA;BAJA MATERNAL;ENFERMERO/A;E;S_9B_1a;S9b1a;90;ENFERMERA/O;URGENCIAS - HN_CEAU;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004544;30/04/2026;20260430;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;ENFERMERO/A;E;I_9_1c;N91c;30;ENFERMERA/O;URGENCIAS - HN_CEAU;DIRECCIÓN DE ENFERMERÍA;;0
00004545;31/05/2026;20260531;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;ENFERMERO/A;E;I_9_1c;N91c;31;ENFERMERA/O;URGENCIAS - HN_CEAU;DIRECCIÓN DE ENFERMERÍA;;0
00004546;30/06/2026;20260630;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;ENFERMERO/A;E;S_9B_1aV;S9b1a;30;ENFERMERA/O;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004547;16/02/2026;20260216;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;CELADOR/A;E;S_9B_1a;S9b1a;6;CELADOR;SUBDIRECCIÓN ENFERMERÍA;DIRECCIÓN DE ENFERMERÍA;CELADOR;0
00004548;18/02/2026;20260218;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;CELADOR/A;E;S_9B_1a;S9b1a;2;CELADOR;SUBDIRECCIÓN ENFERMERÍA;DIRECCIÓN DE ENFERMERÍA;CELADOR;0
00004549;23/03/2026;20260323;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;CELADOR/A;E;S_9B_1a;S9b1a;28;CELADOR;SUBDIRECCIÓN ENFERMERÍA;DIRECCIÓN DE ENFERMERÍA;CELADOR;0
00004550;30/04/2026;20260430;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;CELADOR/A;E;I_9_1c;N91c;14;CELADOR;DISTRIBUCIÓN;DIRECCIÓN DE SERVICIOS GENERALES;;0
00004551;31/05/2026;20260531;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;CELADOR/A;E;I_9_1c;N91c;31;CELADOR;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004552;30/06/2026;20260630;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;CELADOR/A;E;S_9B_1aV;S9b1a;30;CELADOR;DISTRIBUCIÓN;DIRECCIÓN DE ENFERMERÍA;CELADOR;0
00004553;31/03/2026;20260331;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;FISIOTERAPEUTA;E;I_9_1c;N91c;90;FISIOTERAPEUTA;GIMNASIO REHABILITACION;DIRECCIÓN DE ENFERMERÍA;;0
00004554;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;FISIOTERAPEUTA;E;I_9_1a;N91a;275;FISIOTERAPEUTA;GIMNASIO REHABILITACION;DIRECCIÓN DE ENFERMERÍA;;0
00004555;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;DESEMPEÑO FUNCIONES SUPERIOR CATEGORIA;FEA REUMATOLOGÍA;E;S_9B_1a;S9b1a;365;FEA REUMATOLOGÍA;P.MÉDICO REUMATOLOGÍA;DIRECCIÓN MÉDICA;;0
00004556;31/01/2026;20260131;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;30;AUXILIAR DE ENFERMERÍA;DIETÉTICA Y NUTRICIÓN;DIRECCIÓN DE ENFERMERÍA;;0
00004557;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INVALIDEZ PERMANENTE;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;365;AUXILIAR DE ENFERMERÍA;PLANTA 6ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00004558;30/06/2026;20260630;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;ENFERMERO/A;E;S_9B_1aV;S9b1a;29;ENFERMERA/O;EXPLORAC.RADIOTERAPIA;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004559;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;31;AUXILIAR DE ENFERMERÍA;GIMNASIO REHABILITACION;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004560;28/04/2026;20260428;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;61;AUXILIAR DE ENFERMERÍA;PLANTA 1ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004561;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;PLANTA 3ª IMPAR-HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00004562;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;ENFERMERO/A;E;S_9B_1aV;S9b1a;31;ENFERMERA/O;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004563;31/03/2026;20260331;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;ENFERMERO/A;E;I_9_1c;N91c;31;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00004564;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;ENFERMERO/A;E;S_9B_1aV;S9b1a;247;ENFERMERA/O;UNIDAD DE SALUD MENTAL INFANTO JUVENIL;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004565;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;PLANTILLA VOLANTE DEL EAA (EDIFICIO DE ACTIVIDADES;DIRECCIÓN DE ENFERMERÍA;;0
00004566;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;PARITORIO;DIRECCIÓN DE ENFERMERÍA;;0
