NºPer.;Desde*;Hasta*;Nombrto/Contrato;Razón de Alta;Plaza;RJ;Cláusula;T.Nombrto;Días;Puesto trabajo;GFH;Dirección;Puesto Sustitutido;Necesidad
00003954;30/09/2026;20260930;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;G AUXILIAR ADMINISTRATIVO F. ADMVA;E;I_9_1c;N91c;266;AUXILIAR ADMINISTRATIVO;ALMACÉN CENTRAL;DIRECCIÓN DE PLANIFIFCACIÓN Y GESTIÓN DE RR.EE.;;0
00003955;31/12/2026;20261231;TEMPORAL. T. PAR. INTERI. N. EST;REDUCCION DE JORNADA;AUXILIAR DE ENFERMERÍA;E;S_9B_1c;S9b1c;360;AUXILIAR DE ENFERMERÍA;U.V.I.;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00003956;12/03/2026;20260312;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;G ADMINISTRATIVO FUNCIÓN ADMINISTRATIVA;E;I_9_1c;N91c;28;GRUPO ADMINISTRATIVO;TRABAJO SOCIAL;GERENCIA;;0
00003957;04/02/2026;20260204;TEMPORAL. T. COM. INTER. N. ESTA;MES ACTUAL - INCAPACIDAD TEMPORAL;LIMPIADOR/A;E;S_9B_1a;S9b1a;8;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;LIMPIADORA;0
00003958;30/09/2026;20260930;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;G ADMINISTRATIVO FUNCIÓN ADMINISTRATIVA;E;I_9_1c;N91c;273;GRUPO ADMINISTRATIVO;ALMACÉN DE FARMACIA;DIRECCIÓN DE ENFERMERÍA;;0
00003959;30/04/2026;20260430;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;FEA PSICOLOGÍA CLÍNICA;E;I_9_1c;N91c;120;FEA PSICOLOGÍA CLÍNICA;P.MÉDICO PSIQUIATRÍA;DIRECCIÓN MÉDICA;;0
00003960;31/12/2026;20261231;TEMPORAL. T. COMPLETO. N. ESTATU;PROGRAMA CARACTER TEMPORAL;FEA PSICOLOGÍA CLÍNICA;E;I_9_1b;N91b;245;FEA PSICOLOGÍA CLÍNICA;P.MÉDICO PSIQUIATRÍA;DIRECCIÓN MÉDICA;;0
00003961;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;365;AUXILIAR DE ENFERMERÍA;ESTERILIZACIÓN;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00003962;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;CELADOR/A;E;I_9_1a;N91a;365;CELADOR;SUBDIRECCIÓN ENFERMERÍA;DIRECCIÓN DE ENFERMERÍA;;0
00003963;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;PLANTA 3ª - HOSPITALIZACIÓN EDIF. D;DIRECCIÓN DE ENFERMERÍA;;0
00003964;30/01/2026;20260130;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;19;AUXILIAR DE ENFERMERÍA;LABORATORIO CENTRAL;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00003965;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;31;AUXILIAR DE ENFERMERÍA;PLANTA 2ª - HOSPITAL DEL NORTE;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00003966;25/03/2026;20260325;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;7;AUXILIAR DE ENFERMERÍA;PLANTA 3ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00003967;30/11/2026;20261130;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;249;AUXILIAR DE ENFERMERÍA;PLANTA 5ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00003968;30/01/2026;20260130;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;LIMPIADOR/A;E;S_9B_1a;S9b1a;23;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;LIMPIADORA;0
00003969;06/02/2026;20260206;TEMPORAL. T. COM. INTER. N. ESTA;MES ACTUAL - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;37;AUXILIAR DE ENFERMERÍA;CONSULTA GINECOLOGIA;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00003970;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;255;AUXILIAR DE ENFERMERÍA;U.V.I.;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00003971;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;365;AUXILIAR DE ENFERMERÍA;U.V.I.;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00003972;27/02/2026;20260227;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;58;ENFERMERA/O;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00003973;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;ENFERMERO/A;E;S_9B_1aV;S9b1a;231;ENFERMERA/O;PARITORIO;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00003974;28/04/2026;20260428;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - ACCIDENTE DE TRABAJO;ENFERMERO/A;E;S_9B_1a;S9b1a;69;ENFERMERA/O;PLANTA 3ª - HOSPITALIZACIÓN EDIF. D;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00003975;19/06/2026;20260619;TEMPORAL. T. COM. INTER. N. ESTA;PERMISO MATRIMONIO;ENFERMERO/A;E;S_9B_1a;S9b1a;47;ENFERMERA/O;PLANTA 3ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00003976;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;ENFERMERO/A;E;S_9B_1a;S9b1a;31;ENFERMERA/O;PLANTA 6ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00003977;31/12/2026;20261231;TEMPORAL. T. PAR. INTERI. N. EST;REDUCCION DE JORNADA;ENFERMERO/A;E;S_9B_1c;S9b1c;240;ENFERMERA/O;NIDOS;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00003978;22/04/2026;20260422;TEMPORAL. T. COM. INTER. N. ESTA;DESEMPEÑO FUNCIONES SUPERIOR CATEGORIA;G ADMINISTRATIVO FUNCIÓN ADMINISTRATIVA;E;S_9B_1a;S9b1a;112;GRUPO ADMINISTRATIVO;D.RRHH SERV.ADMINISTRACIÓN DE PERSONAL;DIRECCIÓN DE RR.HH.;GRUPO TÉCNICO FUNCIÓN ADMINISTRATIVA;0
00003979;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;DESEMPEÑO FUNCIONES SUPERIOR CATEGORIA;G ADMINISTRATIVO FUNCIÓN ADMINISTRATIVA;E;S_9B_1a;S9b1a;248;GRUPO ADMINISTRATIVO;D.RRHH SERV.ADMINISTRACIÓN DE PERSONAL;DIRECCIÓN DE RR.HH.;JEFE DE GRUPO (NO SANITARIO);0
00003980;24/02/2026;20260224;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;55;AUXILIAR DE ENFERMERÍA;U.V.I.;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00003981;30/06/2026;20260630;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;26;AUXILIAR DE ENFERMERÍA;U.V.I.;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00003982;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;ENFERMERO/A;E;S_9B_1aV;S9b1a;31;ENFERMERA/O;H.DIA POLIVALENTE - CITOSTATICOS;DIRECCIÓN DE ENFERMERÍA;SUPERVISOR/A DE UNIDAD;0
00003983;28/02/2026;20260228;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;ENFERMERO/A;E;I_9_1c;N91c;28;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00003984;31/03/2026;20260331;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;ENFERMERO/A;E;I_9_1c;N91c;31;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00003985;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;ENFERMERO/A;E;S_9B_1aV;S9b1a;260;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00003986;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;COMISION SERV.,ADS.TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;365;ENFERMERA/O;BLOQUE QUIRURGICO CMA;DIRECCIÓN DE ENFERMERÍA;;0
00003987;05/02/2026;20260205;TEMPORAL. T. COM. INTER. N. ESTA;MES ACTUAL - INCAPACIDAD TEMPORAL;COCINERO/A;E;S_9B_1a;S9b1a;23;COCINERO;COCINA;DIRECCIÓN DE SERVICIOS GENERALES;COCINERO;0
00003988;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;PLANTA 9ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00003989;27/03/2026;20260327;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;CELADOR/A;E;S_9B_1a;S9b1a;44;CELADOR;SUBDIRECCIÓN ENFERMERÍA;DIRECCIÓN DE ENFERMERÍA;CELADOR;0
00003990;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;COMISION SERV.,ADS.TEMPORAL;G ADMINISTRATIVO FUNCIÓN ADMINISTRATIVA;E;S_9B_1a;S9b1a;365;GRUPO ADMINISTRATIVO;UDAD. ADTVA. ASISTENCIAL;DIRECCIÓN DE PLANIFIFCACIÓN Y GESTIÓN DE RR.EE.;;0
00003991;31/03/2026;20260331;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;1;AUXILIAR DE ENFERMERÍA;RADIOLOG.VASCULAR INTERV. - ANGIORADIOL.;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00003992;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;ENFERMERO/A;E;S_9B_1aV;S9b1a;31;ENFERMERA/O;PLANTA 9ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00003993;26/03/2026;20260326;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;20;ENFERMERA/O;PLANTA 8ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00003994;30/04/2026;20260430;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;ENFERMERO/A;E;I_9_1c;N91c;30;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00003995;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;ENFERMERO/A;E;S_9B_1aV;S9b1a;234;ENFERMERA/O;PLANTA 3ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00003996;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;LIMPIADOR/A;E;S_9B_1a;S9b1a;249;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;LIMPIADORA;0
00003997;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;CARPINTERO/A;E;S_9B_1a;S9b1a;365;CARPINTERO;CARPINTERÍA;DIRECCIÓN DE INGENIERÍA, INFRAESTRUCTURAS Y TEC.;CARPINTERO;0
00003998;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;FEA CIRUGÍA CARDIOVASCULAR;E;I_9_1a;N91a;365;FEA CIRUGÍA CARDIOVASCULAR;P.MÉDICO CIRUG.CARDIACA;DIRECCIÓN MÉDICA;;0
00003999;23/05/2026;20260523;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;G ADMINISTRATIVO FUNCIÓN ADMINISTRATIVA;E;I_9_1a;N91a;143;GRUPO ADMINISTRATIVO;ADMISIÓN URGENCIAS;DIRECCIÓN MÉDICA;;0
00004000;07/06/2026;20260607;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;158;ENFERMERA/O;HOSPITAL DIA HEMATOLOGIA CLÍNICA;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004001;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;UDAD.DE RECUPERACIÓN DE QUIRÓFANO;DIRECCIÓN DE ENFERMERÍA;;0
00004002;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00004003;26/02/2026;20260226;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;MEDICO/A URGENCIA HOSPITALARIA;E;I_9_1c;N91c;57;MÉDICO URGENCIA HOSPITALARIA;P.MÉDICO DE URGENCIAS;DIRECCIÓN MÉDICA;;0
00004004;19/11/2026;20261119;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;FEA PEDIATRÍA;E;I_9_1c;N91c;273;FEA PEDIATRÍA;P.MÉDICO PEDIATRÍA;DIRECCIÓN MÉDICA;;0
00004005;30/09/2026;20260930;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;TÉC ESPECIALISTA / LABORATORIO;E;I_9_1c;N91c;273;TÉCNICO ESPECIALISTA LABORATORIO;GERENCIA;GERENCIA;;0
00004006;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;31;AUXILIAR DE ENFERMERÍA;BLOQUE QUIRURGICO CMA;DIRECCIÓN DE ENFERMERÍA;AUXILIARES DE CLÍNICA O ENFERMERIA;0
00004007;28/02/2026;20260228;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;28;AUXILIAR DE ENFERMERÍA;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00004008;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;306;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;AUXILIARES DE CLÍNICA O ENFERMERIA;0
00004009;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;FEA BIOQUÍMICA CLÍNICA;E;I_9_1a;N91a;365;FEA BIOQUÍMICA CLÍNICA;P.MÉDICO FISIOLOGÍA Y BIOQUÍMICA;DIRECCIÓN MÉDICA;;0
00004010;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;PROFESOR/A LOGOFONÍA Y LOGOPEDIA;E;I_9_1a;N91a;365;LOGOPEDA;GIMNASIO REHABILITACION;DIRECCIÓN DE ENFERMERÍA;;0
00004011;30/09/2026;20260930;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;G ADMINISTRATIVO FUNCIÓN ADMINISTRATIVA;E;I_9_1c;N91c;273;GRUPO ADMINISTRATIVO;ADMISIÓN CENTRAL;DIRECCIÓN MÉDICA;;0
00004012;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;365;AUXILIAR DE ENFERMERÍA;PLANTA 7ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004013;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBERACION SINDICAL;ENFERMERO/A;E;S_9B_1a;S9b1a;31;ENFERMERA/O;HOSPITAL. PREMATUROS;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O ESPECIALISTA EN ENFERMERÍA PEDIÁTRICA;0
00004014;28/02/2026;20260228;TEMPORAL. T. COM. INTER. N. ESTA;LIBERACION SINDICAL;ENFERMERO/A;E;S_9B_1a;S9b1a;28;ENFERMERA/O;HOSPITAL. PREMATUROS;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O ESPECIALISTA EN ENFERMERÍA PEDIÁTRICA;0
00004015;31/03/2026;20260331;TEMPORAL. T. COM. INTER. N. ESTA;LIBERACION SINDICAL;ENFERMERO/A;E;S_9B_1a;S9b1a;31;ENFERMERA/O;HOSPITAL. PREMATUROS;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O ESPECIALISTA EN ENFERMERÍA PEDIÁTRICA;0
00004016;30/04/2026;20260430;TEMPORAL. T. COM. INTER. N. ESTA;LIBERACION SINDICAL;ENFERMERO/A;E;S_9B_1a;S9b1a;30;ENFERMERA/O;HOSPITAL. PREMATUROS;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O ESPECIALISTA EN ENFERMERÍA PEDIÁTRICA;0
00004017;31/05/2026;20260531;TEMPORAL. T. COM. INTER. N. ESTA;LIBERACION SINDICAL;ENFERMERO/A;E;S_9B_1a;S9b1a;31;ENFERMERA/O;HOSPITAL. PREMATUROS;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O ESPECIALISTA EN ENFERMERÍA PEDIÁTRICA;0
00004018;30/06/2026;20260630;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;ENFERMERO/A;E;S_9B_1aV;S9b1a;30;ENFERMERA/O;UDAD.DE RECUPERACIÓN DE QUIRÓFANO;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004019;24/02/2026;20260224;TEMPORAL. T. COMPLETO. N. ESTATU;PROGRAMA CARACTER TEMPORAL;FEA CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;E;I_9_1b;N91b;55;FEA CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;P.MÉDICO TRAUMA;DIRECCIÓN MÉDICA;;0
00004020;31/12/2026;20261231;TEMPORAL. T. COMPLETO. N. ESTATU;PROGRAMA CARACTER TEMPORAL;FEA CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;E;I_9_1b;N91b;310;FEA CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;P.MÉDICO TRAUMA;DIRECCIÓN MÉDICA;;0
00004021;22/01/2026;20260122;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;LIMPIADOR/A;E;S_9B_1a;S9b1a;22;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;LIMPIADORA;0
00004022;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;365;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004023;05/07/2026;20260705;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;FEA CIRUGÍA MAXILOFACIAL;E;I_9_1c;N91c;186;FEA CIRUGÍA ORAL Y MAXILOFACIAL;P.MÉDICO CIRUG.MAXILOFACIAL;DIRECCIÓN MÉDICA;;0
00004024;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;PLANTA 2ª CENTRAL A - EDIF.B;DIRECCIÓN DE ENFERMERÍA;;0
00004025;08/04/2026;20260408;TEMPORAL. T. COM. INTER. N. ESTA;EXCED. ESPECIAL EN ACTIVO;FEA CIRUGÍA TORÁCICA;E;S_9B_1a;S9b1a;90;FEA CIRUGÍA TORÁCICA;P.MÉDICO CIRUG.TORACICA;DIRECCIÓN MÉDICA;;0
00004026;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;UDES.ESPECIALES SUPLENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004027;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;COMISION SERV.,ADS.TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;365;ENFERMERA/O;UDES.ESPECIALES SUPLENCIAS;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004028;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;365;ENFERMERA/O;U.V.I.;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004029;12/07/2026;20260712;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;MEDICO/A URGENCIA HOSPITALARIA;E;I_9_1c;N91c;193;MÉDICO URGENCIA HOSPITALARIA;P.MÉDICO DE URGENCIAS;DIRECCIÓN MÉDICA;;0
00004030;13/04/2026;20260413;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;103;AUXILIAR DE ENFERMERÍA;U.V.I.;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004031;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;262;AUXILIAR DE ENFERMERÍA;MEDICINA NUCLEAR;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004032;18/03/2026;20260318;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;CELADOR/A;E;I_9_1c;N91c;59;CELADOR;DISTRIBUCIÓN;DIRECCIÓN DE SERVICIOS GENERALES;;0
00004033;27/04/2026;20260427;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;CELADOR/A;E;S_9B_1a;S9b1a;27;CELADOR;SUBDIRECCIÓN ENFERMERÍA;DIRECCIÓN DE ENFERMERÍA;CELADOR;0
00004034;28/04/2026;20260428;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;CELADOR/A;E;S_9B_1a;S9b1a;1;CELADOR;SUBDIRECCIÓN ENFERMERÍA;DIRECCIÓN DE ENFERMERÍA;CELADOR;0
00004035;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;LIMPIADOR/A;E;S_9B_1a;S9b1a;290;LIMPIADORA;LIMPIEZA EDIFICIO ACTIV.AMBULATORIAS;DIRECCIÓN DE SERVICIOS GENERALES;LIMPIADORA;0
00004036;31/08/2026;20260831;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;MEDICO/A URGENCIA HOSPITALARIA;E;I_9_1c;N91c;243;MÉDICO URGENCIA HOSPITALARIA;P.MÉDICO DE URGENCIAS;DIRECCIÓN MÉDICA;;0
00004037;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;TÉC ESPECIALISTA / RADIOTERAPIA;E;I_9_1a;N91a;365;TÉCNICO ESPECIALISTA RADIOTERAPIA;EXPLORAC.RADIOTERAPIA;DIRECCIÓN DE ENFERMERÍA;;0
00004038;01/02/2026;20260201;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;PINTOR;E;S_9B_1a;S9b1a;32;PINTOR;PINTURA;DIRECCIÓN DE INGENIERÍA, INFRAESTRUCTURAS Y TEC.;PINTOR;0
00004039;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;PINTOR;E;S_9B_1a;S9b1a;248;PINTOR;PINTURA;DIRECCIÓN DE INGENIERÍA, INFRAESTRUCTURAS Y TEC.;PINTOR;0
00004040;30/09/2026;20260930;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;CELADOR/A;E;I_9_1c;N91c;273;CELADOR;ALMACÉN CENTRAL;DIRECCIÓN DE PLANIFIFCACIÓN Y GESTIÓN DE RR.EE.;;0
00004041;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004042;06/02/2026;20260206;TEMPORAL. T. COM. INTER. N. ESTA;MES ACTUAL - INCAPACIDAD TEMPORAL;LIMPIADOR/A;E;S_9B_1a;S9b1a;37;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;LIMPIADORA;0
